datetime,kp_index,solar_flux,sunspot_number,aurora_activity,cosmic_ray_count,sep_intensity,temperature,ice_extent,ozone_level
2023-11-10 09:00:00,0.9998004114157433,149.17914370404452,43,1.4547545828915736,6570.980852322283,0.8343401875572805,0.09005341595219084,16.859669702027965,299.06904750769553
2023-11-10 10:00:00,1.026379221114924,196.3346659202679,53,2.396673641960603,6781.641093189634,1.5812408585998445,-0.32621852742760077,14.813844363914818,281.0783318599293
2023-11-10 11:00:00,1.0410947971534452,121.36723144548661,36,4.14267872126975,6473.49489081004,1.6839751667366643,-0.18281047782535573,14.427845142523879,276.4324666767361
2023-11-10 12:00:00,5.831296157375291,161.0353538269858,53,0.3147159023828673,6596.504422707247,3.051217202113397,0.012830512296073774,14.475493687178544,269.33131981043715
2023-11-10 13:00:00,3.281462332531732,212.33382353351115,52,1.7389787772668572,6815.134604461006,2.3924058532625967,-0.22196623888557626,16.528028129957445,268.8951382473073
2023-11-10 14:00:00,1.185932468795637,122.48125565395037,40,7.889220005406348,6313.16569316783,2.6535900082839636,-0.7916135364462679,17.50601662130372,295.19430805746987
2023-11-10 15:00:00,2.6875474749951467,100.41468621905531,61,6.8155259229042375,6395.136402876529,1.8721258652413688,-0.5536499386125547,15.429835806482494,301.88950938472135
2023-11-10 16:00:00,9.0,161.61526268916882,52,0.32684206665590504,6593.387181244633,4.557866658889396,0.6501301986784102,14.248931712607156,266.66456722796
2023-11-10 17:00:00,3.151493509244678,161.44152200268513,44,1.6841189871006423,6440.152858529184,2.2147804978045134,-0.9469918056948766,14.967252084618005,282.13550827758525
2023-11-10 18:00:00,1.4039395441872076,176.38259806487878,32,2.7398920168854644,6643.273051643613,2.7185512840575763,0.07928135089208105,14.921763401666762,294.92521625328254
2023-11-10 19:00:00,7.434314264811887,159.19861005826934,33,1.6591863507903248,6602.657715534181,4.2398024350978805,0.21649438557398362,13.118823492268644,287.9639153896588
2023-11-10 20:00:00,3.786621174438813,141.55597814384654,59,0.9518040782883561,6282.349361413354,1.7768493127600837,-0.44080526636184886,16.59601918427385,268.0026108894105
2023-11-10 21:00:00,1.6551679688944532,174.56302954488328,58,2.032983254261305,6340.948885458887,1.5696449950995015,0.16364820804066416,12.880424471520762,274.0896322185132
2023-11-10 22:00:00,5.84610243112449,254.39936629512871,57,0.5508792084045457,6691.5832740383885,3.382945629656028,-0.14913716572621546,15.885618459305352,273.5653996307092
2023-11-10 23:00:00,0.5081962928069892,344.010484775816,60,0.13210422709102915,6371.391315117727,3.472215754533959,1.0376617487032767,14.22825898928232,300.06199954212286
2023-11-11 00:00:00,0.8525971627731062,151.51867564165966,30,0.4058097211053468,6562.45819790016,0.8404406468968935,-0.12653108319613351,16.592129033260612,294.07411536202693
2023-11-11 01:00:00,5.3331023822752,188.3697573230653,51,0.799688825116665,6494.485634155752,3.6576191800463036,-0.16265112047124883,12.824139833300116,287.10040147589376
2023-11-11 02:00:00,1.7704391788571252,95.0702240762608,52,3.6582770861222325,6684.892488735109,1.6466064272785872,-0.18039552929581754,12.076477164112884,292.0251898546218
2023-11-11 03:00:00,6.983979719648848,225.6334538165441,42,1.049363081716405,6402.983526381969,3.9138434037919945,0.6193173015676408,13.599150202064699,304.07596954886304
2023-11-11 04:00:00,2.4318686805585292,196.4505125989546,47,1.3212542102289608,6480.664902653179,1.1731580472637306,0.14157428284344217,13.796823302413944,274.74786993027516
2023-11-11 05:00:00,2.630561602500917,82.24565500485922,53,2.059561568236109,6845.347941140627,1.4863840582805936,-0.341981465941481,12.959233601427272,290.9043993627575
2023-11-11 06:00:00,3.3163170070891184,96.74873096143344,52,5.982069962633254,6103.937671997057,1.9100412112570917,-0.33425520832660865,16.096337135997487,296.6149811605822
2023-11-11 07:00:00,0.7307825415346455,146.5295930755286,56,0.8368215934122554,6766.226172308251,0.8186810873802561,-0.4124444225660998,16.685166650813795,282.1091516532897
2023-11-11 08:00:00,2.8689117616315025,146.0074658501032,51,1.7824928078396112,6475.654230329511,1.0140963427319853,-0.035585174843711403,17.39114464045855,308.2211549294792
2023-11-11 09:00:00,5.045260066320224,94.989608126538,60,0.19734276042364066,6440.106975926554,1.3881184418273453,0.9431265249589759,10.499381669874026,308.12009616894125
2023-11-11 10:00:00,0.7576022495715324,139.33228733100844,44,5.786567952303697,6555.501381520846,2.2634963123257723,-0.15971443180705072,16.442188958308822,296.23736413150317
2023-11-11 11:00:00,3.151155417237306,147.82130635076734,48,2.7895076753252366,6627.338834764998,2.5835531728372536,-0.4203986699093743,14.48518064376798,293.10847065363225
2023-11-11 12:00:00,0.8094043701901029,243.13675548595415,56,1.9958057701252667,6513.3284894246335,1.7335761414312982,-0.6397742612435067,14.443739963868664,269.31913245662037
2023-11-11 13:00:00,1.760851384224885,168.64762399838108,57,2.1334616435240084,6264.628193842611,1.2408295240821021,-0.7034000885151471,16.27968753216701,275.0620108518091
2023-11-11 14:00:00,0.41131666252024646,80.23800695416364,42,0.28952955132957775,6492.534836865708,0.0,0.5449646740212061,13.023708576678898,252.83342404160146
2023-11-11 15:00:00,3.006448830688157,149.056218324354,53,1.03891375153137,6256.117374905245,1.3758997222500877,0.34778459062046074,16.87920383893799,292.5763646315506
2023-11-11 16:00:00,3.550866854139276,198.2852686912853,60,2.484483662325743,6302.342538757506,3.1777123743625584,0.4474812608069076,17.81237465509783,292.63400856549066
2023-11-11 17:00:00,3.3793775719897505,164.32993170741378,43,1.4089690960149808,6809.3820147593615,2.5662139458723283,0.2865859574100253,16.347408670289333,294.686771991248
2023-11-11 18:00:00,2.970021745208214,192.1475051425555,46,3.8936190630519483,6562.589347494927,2.635045330599035,-0.2484997577256818,15.193326985659393,292.5244106472839
2023-11-11 19:00:00,0.17691125465780352,135.7722148159799,43,0.5998810808160203,6393.444526248678,0.0,-0.4555495808527694,18.011190491301946,284.1684476131923
2023-11-11 20:00:00,3.287722270488224,144.3851248321587,55,0.325457004939995,6650.558896468675,1.3456625115712928,0.09399822963501904,13.7771335203814,271.710222018714
2023-11-11 21:00:00,5.344607323794665,139.8759686915265,55,0.9206450711593263,6395.718047305946,2.1515377416392956,-0.06713927317848854,14.380877351816308,295.13312131710074
2023-11-11 22:00:00,1.4394809968102154,158.51648048414162,56,0.9264437616267716,6435.022007713074,0.7342611350903329,-0.24762400955919928,13.49759713202295,278.5544975867767
2023-11-11 23:00:00,0.05862689846343523,104.4433993524884,52,0.5907346375695897,6568.051291835484,0.0,0.6557523193930472,16.017342175436042,279.95953074385307
2023-11-12 00:00:00,9.0,216.68943981623488,48,0.12202809110475768,6243.768162745251,4.3454543931963805,0.5609812888712952,17.21752682828309,292.0166021390295
2023-11-12 01:00:00,8.975706066419457,115.16860419432655,59,0.13856671551866256,6515.417747668493,3.3358355516816225,0.6045721674574704,14.277473409512048,291.23804850837547
2023-11-12 02:00:00,4.088655807315669,92.85925651965742,50,0.2073587910405295,6143.521269955153,1.0733220469269904,-0.7592205075748812,14.419062403449336,292.3246452687496
2023-11-12 03:00:00,1.2516455504289745,202.20949125048185,60,1.5154497203204742,6492.476461792686,0.7601207335494431,-0.5899646177448766,13.646166250090515,276.8697981559079
2023-11-12 04:00:00,4.934105042038541,50.0,44,0.8070120934139613,6844.707227989349,1.2380404702114403,0.4679198175428486,14.925463830840437,280.0327234589477
2023-11-12 05:00:00,0.6785286845327083,171.68266639270502,39,4.499074289040483,6501.951156386103,1.996761583706672,1.3574276339078803,13.597945264367556,290.11914193146504
2023-11-12 06:00:00,0.7885422884400803,195.38116503679265,54,4.310872738808617,6471.696118518127,2.2844663024799043,-0.15110238093397324,16.292658250585355,270.82758284421124
2023-11-12 07:00:00,6.416801723529963,199.88859376248953,48,2.6515045914405944,6655.743664815618,4.126906690600405,-0.4635924235637252,14.944950763493228,298.7454782585782
